Mensaje,Valor del carrito (ARS),Productos en el carrito,Mensaje generado,Relevancia (1-5),Precision factual (1-5),Persuasion (1-5),Uso de contexto (1-5),Claridad (1-5),Observaciones
M-095,120000,"1x SSD 1TB NVMe, 1x Webcam 1080p","**Asunto:** Cliente 02, tu setup de productividad está listo

Hola Cliente 02,

Vimos que dejaste en el carrito un SSD 1TB NVMe y una Webcam 1080p. Es la combinación perfecta: almacenamiento rápido para tus proyectos y video en alta calidad para videoconferencias sin interrupciones.

Con $120.000, podés pagarlo en 3 cuotas sin interés y además el envío es gratis en 48hs a todo el país.

Completá tu compra acá: http://localhost:5173/checkout

Si tenés dudas, escribinos sin problema.

Saludos,
TechNova",,,,,,
M-096,49000,"1x Auriculares Bluetooth Pro, 1x Cable USB-C 2m","Asunto: Cliente 02, completa tu compra en TechNova

Hola Cliente 02,

Vimos que dejaste productos en tu carrito y queremos ayudarte a completar tu compra.

Tienes:
- Auriculares Bluetooth Pro (x1) - $45000
- Cable USB-C 2m (x1) - $4000

Total: $49000 ARS

Dos razones para finalizar ahora:

1. Pagá en 3 cuotas sin interés. Con tu compra de $49000, podés dividir el monto y pagar sin cargos adicionales.

2. Recibí tu pedido en 48 horas a cualquier parte del país. Además, contás con 12 meses de garantía oficial y 30 días para devolver sin preguntas.

Finaliza tu compra aquí: http://localhost:5173/checkout

Si necesitas ayuda, estamos disponibles.

Saludos,
Equipo TechNova",,,,,,
M-097,200000,"1x Monitor 27 pulgadas Full HD, 1x Mouse Pad XL","Hola Cliente 02,

Vemos que dejaste un Monitor 27"" Full HD y un Mouse Pad XL en tu carrito por 200 mil pesos. Una combinación perfecta para tu estación de trabajo.

Te cuento las ventajas: podés pagar en 3 cuotas sin interés y recibís el envío en 48 horas a todo el país. Además, todo viene con garantía oficial de 12 meses y podés devolver lo que quieras en 30 días sin preguntas.

Finalizá tu compra acá: http://localhost:5173/checkout

Cualquier consulta, estamos para ayudarte.

Saludos, TechNova",,,,,,
M-098,80000,"1x Auriculares Bluetooth Pro, 1x Webcam 1080p","Asunto: Cliente 10, tus productos siguen esperándote en TechNova

Hola Cliente 10,

Vemos que aún tienes en tu carrito:

- Auriculares Bluetooth Pro (x1) - $45000
- Webcam 1080p (x1) - $35000

Total: $80000 ARS

No queremos que pierdas esta oportunidad. Te recordamos dos grandes ventajas para ti:

1. Podés abonar en 3 cuotas sin interés, distribuyendo el pago de manera súper cómoda sin costo adicional.

2. Cada producto viene con garantía oficial de 12 meses, así que tu compra está totalmente protegida desde el día uno.

Además, recibís todo en 48 horas a cualquier punto del país y tenés 30 días para devolver si lo necesitas.

Completa tu compra aquí:
http://localhost:5173/checkout

Cualquier duda, nos contactas sin problema.

Saludos,
Equipo TechNova",,,,,,
M-099,160000,"1x SSD 1TB NVMe, 1x Teclado Mecanico RGB, 1x Mouse Pad XL","Asunto: Cliente 06, tu carrito te espera en TechNova

Hola Cliente 06,

Vimos que dejaste algunos productos en tu carrito y queremos recordarte que están reservados para ti:

Teclado Mecánico RGB (x1) - $55000
Mouse Pad XL (x1) - $20000
SSD 1TB NVMe (x1) - $85000

Total: $160000 ARS

Queremos ayudarte a completar tu compra destacando dos beneficios especiales que tienes:

Con compras mayores a $500 puedes acceder a 3 cuotas sin interés, por lo que tu inversión será mucho más accesible.

Además, todos nuestros productos cuentan con garantía oficial de 12 meses, así que tu compra está completamente protegida.

Finaliza tu compra aquí: http://localhost:5173/checkout

Si tienes preguntas, no dudes en contactarnos. Estamos para ayudarte.

Saludos,
Equipo TechNova",,,,,,
M-100,80000,"1x Auriculares Bluetooth Pro, 1x Webcam 1080p","**Asunto:** Tus Auriculares Bluetooth Pro te están esperando

Hola Cliente 10,

Vimos que dejaste en el carrito los Auriculares Bluetooth Pro y la Webcam 1080p. Son productos excelentes para potenciar tu setup.

Te recordamos que en cualquier compra podes pagar en 3 cuotas sin interés, y además tu pedido llegará en 48hs a todo el país con envío gratis.

Completa tu compra acá: http://localhost:5173/checkout

Saludos,
TechNova",,,,,,
M-101,120000,"1x SSD 1TB NVMe, 1x Webcam 1080p","Hola Cliente 03,

Vi que volviste al carrito con el SSD 1TB NVMe y la Webcam 1080p por $120000 ARS. Perfecto, son excelentes productos.

Te recuerdo que podés:

- Pagar en 3 cuotas sin interés
- Recibir en 48hs a cualquier parte del país
- Contar con garantía de 12 meses en ambos

Finalizá tu compra aquí: http://localhost:5173/checkout

Cualquier duda, estoy acá.

Saludos,
TechNova",,,,,,
M-102,40000,2x Mouse Pad XL,"**Asunto:** Completá tu compra de Mouse Pad XL con envío gratis

Hola Cliente 02,

Vimos que dejaste 2 Mouse Pad XL en tu carrito por $40.000. Lo bueno es que superás los $30.000, así que tu envío llega gratis en 48hs a cualquier parte del país.

Además, podés pagar en 3 cuotas sin interés si lo necesitás.

Completá tu compra acá: http://localhost:5173/checkout

Saludos,
TechNova",,,,,,
M-103,116000,"1x Webcam 1080p, 1x Auriculares Bluetooth Pro, 1x Mouse Pad XL, 4x Cable USB-C 2m","Hola Cliente 02,

Vi que dejaste un carrito con Mouse Pad XL, Auriculares Bluetooth Pro, Webcam 1080p y 4 Cables USB-C 2m por 116 mil pesos. Un combo muy completo para tu setup.

Lo mejor es que pagás en 3 cuotas sin interés y el envío llega en 48 horas a todo el país. Todo protegido con garantía oficial de 12 meses, así que no tenés riesgo.

Completá tu compra acá: http://localhost:5173/checkout

Cualquier duda, contáctanos.

Saludos, TechNova",,,,,,
M-104,200000,"1x Monitor 27 pulgadas Full HD, 1x Mouse Pad XL","**Asunto:** Tu Monitor 27"" Full HD te espera, Cliente 05

Hola Cliente 05,

Vimos que dejaste un Monitor 27"" Full HD y un Mouse Pad XL en tu carrito por $200.000. ¡La combinación perfecta para potenciar tu escritorio!

Lo mejor: pagá en 3 cuotas sin interés y recibilo con envío gratis en 48hs a cualquier parte del país. Además, contás con garantía oficial de 12 meses.

Completá tu compra acá: http://localhost:5173/checkout

Si tenés dudas, escribinos sin problema.

Saludos,
TechNova",,,,,,
M-105,110000,"1x Auriculares Bluetooth Pro, 1x Headset Gamer 7.1","**Asunto:** Cliente 04, tus auriculares están listos para checkout

Hola Cliente 04,

Vimos que dejaste en el carrito los Auriculares Bluetooth Pro y el Headset Gamer 7.1 por $110.000. Excelente combinación para tener audio premium en cualquier situación, ya sea trabajo o gaming.

Lo mejor: pagá en 3 cuotas sin interés y recibí todo en 48hs a cualquier parte del país.

Completá tu compra acá: http://localhost:5173/checkout

¿Alguna consulta antes de finalizar? Escribinos cuando quieras.

Saludos,
TechNova",,,,,,
M-106,160000,"1x SSD 1TB NVMe, 1x Teclado Mecanico RGB, 1x Mouse Pad XL","**Asunto:** Tu setup gaming está en el carrito, Cliente 01

Hola Cliente 01,

Vimos que dejaste un Teclado Mecánico RGB, Mouse Pad XL y un SSD 1TB NVMe por $160.000. Esa es la combinación ideal: respuesta ultrarrápida en juegos, comodidad total y almacenamiento de alto rendimiento.

Lo mejor es que pagás en 3 cuotas sin interés y el envío es gratis en 48hs a todo el país.

Completá tu pedido acá: http://localhost:5173/checkout

¿Alguna duda? Escribinos.

Saludos,
TechNova",,,,,,
M-107,68000,"3x Mouse Pad XL, 2x Cable USB-C 2m","Hola Cliente 07,

Te recordamos que dejaste productos en tu carrito esperando por ti.

Tenías seleccionados:
- Mouse Pad XL (x3) - $20000
- Cable USB-C 2m (x2) - $4000

Total: $68000 ARS

Completa tu compra aquí: http://localhost:5173/checkout

Cualquier duda estamos a tu disposición.

Saludos,
TechNova",,,,,,
M-108,200000,"1x Monitor 27 pulgadas Full HD, 1x Mouse Pad XL","Hola Cliente 05! Que bueno que volvÃ©s. Vi que tenÃ©s en el carrito el Mouse Pad XL y el Monitor 27"" Full HD, perfecta dupla por $200000.
 
 Con esta compra podÃ©s hacer hasta 3 cuotas sin interÃ©s. AdemÃ¡s tenÃ©s garantÃ­a de 12 meses y 30 dÃ­as para devolver sin preguntas si lo necesitÃ¡s. El envÃ­o a todo el paÃ­s sale en 48hs y es gratis.
 
 Todo listo para que completes la compra acÃ¡: http://localhost:5173/checkout
 
 Â¿Hay algo que te preocupe o alguna duda antes de finalizar?",,,,,,
M-109,200000,"1x Monitor 27 pulgadas Full HD, 1x Mouse Pad XL","Hola Cliente 05,

Encontramos tu carrito con estos productos que dejaste pendientes:

Mouse Pad XL (x1) - $20000
Monitor 27"" Full HD (x1) - $180000
Total: $200000 ARS

No dejes ir esta oportunidad. Con tu compra obtienes:

Envío gratis a todo el país en 48 horas
Hasta 12 cuotas con interés (o 3 cuotas sin interés)
Garantía oficial de 12 meses
Devolución sin preguntas en 30 días

Completa tu compra aquí: http://localhost:5173/checkout

Si tienes alguna duda sobre los productos o los medios de pago, me avisa y te ayudo sin problema.

Saludos,
Equipo TechNova",,,,,,
M-110,76000,"3x Mouse Pad XL, 4x Cable USB-C 2m","Asunto: Cliente 09, completa tu compra en TechNova

---

Hola Cliente 09,

Te escribimos porque vimos que dejaste productos en tu carrito y queremos ayudarte a finalizar tu compra.

Recordamos que tenías seleccionados:
- Mouse Pad XL (x3) - $20000
- Cable USB-C 2m (x4) - $4000
Total: $76000 ARS

Nos gustaría destacarte dos razones por las que esta es una excelente compra:

1. Contamos con entregas en 48 horas a todo el país, así recibís tus productos rápidamente y listos para usar.

2. Tu compra de $76000 califica para 3 cuotas sin interés, lo que hace mucho más accesible la inversión en estos accesorios de calidad.

Además, todos nuestros productos incluyen garantía oficial de 12 meses y tenés 30 días para devolver sin preguntas si lo necesitás.

Finalizá tu compra haciendo clic en el siguiente enlace:

http://localhost:5173/checkout

Si tenés alguna duda, estamos a tu disposición.

Saludos cordiales,
Equipo de TechNova",,,,,,
